FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS2,FOS10_ROS3,FOS10_ROS4,FOS10_ROS5,FOS10_ROS6,FOS10_ROS7,FOS10_ROS8,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS11,FOS7_ROS12,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS4,FOS7_ROS5,FOS7_ROS6,FOS7_ROS7,FOS7_ROS8,FOS7_ROS9,FOS8_ROS10,FOS8_ROS11,FOS8_ROS12,FOS8_ROS13,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS4,FOS8_ROS5,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS8_ROS9,FOS9_ROS10,FOS9_ROS11,FOS9_ROS12,FOS9_ROS13,FOS9_ROS1,FOS9_ROS2,FOS9_ROS3,FOS9_ROS4,FOS9_ROS5,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
3,1001,0,3,5,1,0,0,0,33,21,4,2,1,88,1,1,0,3,1,1,0,31,0,3,1,93,1,1,0,1,2,118,1,0,1,4,0,0,429,2,123,789,1684,1240,606,251,0,95,129,1863,5,128,1231,579,313,635,581,190,92,1,470,565,375,269,1202,271,72,15,104,60,928,200,0,187,37,105,3352,2,2,4,688,13,1660,268,49,1,11,1,788,0,0,2,0,1,95,0,2,0,0,13,62,4,0,590,160,45,4,0,2,794,425,1,24,5,48,789,6,6,7,428,642,469,158,138,0,5,1773,967,13
17,6899,9,6,58,13,12,9,3,506,64,31,14,12,1572,6,5,14,19,26,12,2,953,11,13,11,1070,24,11,14,32,27,2259,12,2,24,12,30,32,7988,26,4028,10122,13650,14467,8729,4982,18,2007,5134,21503,59,2752,11610,6137,4987,9811,9373,5583,3134,20,7528,6301,5416,5906,13727,5112,2896,650,3479,2180,10250,2723,17,3373,681,2253,29379,16,695,223,6912,386,15867,5117,1033,10,1163,137,8837,34,11,24,12,4,3784,5,6,7,0,128,1578,72,5,6649,2592,1684,512,25,44,12449,6212,14,2304,1966,615,9318,37,46,28,4179,12004,8559,3982,2649,7,311,11587,10072,195
5,2737,5,5,49,6,5,4,1,179,36,10,5,7,706,1,4,10,5,7,4,4,450,1,8,5,491,7,10,7,12,18,1110,3,1,5,5,16,20,3776,9,2226,5042,6454,7291,4703,2319,8,1185,2378,11629,38,1803,6448,3954,2975,5183,4968,3476,1684,13,4129,3648,3164,3167,6429,2723,1805,449,2224,1096,5006,1321,12,1991,278,1060,13898,9,477,158,3684,351,8208,3403,991,7,717,151,4252,9,4,19,8,2,2172,9,4,2,0,72,1171,55,8,2880,1165,897,527,8,19,6389,3763,13,1265,1081,271,4250,25,31,10,1431,5569,4622,2289,882,6,285,5640,4391,43
16,5970,10,10,52,11,17,11,1,270,53,21,11,10,795,2,6,8,8,12,3,3,420,9,11,13,679,10,4,9,8,21,1017,6,0,14,16,14,31,4642,18,2594,5473,7703,8281,5420,3053,14,1427,2738,12236,27,1750,6721,4164,3167,5555,5398,3533,1858,14,4551,3913,2835,3325,7377,2882,1468,238,2294,1216,6115,1597,12,2255,333,1360,16340,7,400,133,3989,151,9278,3102,635,3,578,64,5122,14,3,20,8,7,2019,12,5,1,0,94,1052,53,5,3442,1329,1033,390,19,19,7313,3995,9,1597,1254,479,4970,14,45,21,2493,7655,5190,2968,1903,4,291,6631,6781,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3762,5,3,26,17,7,1,0,245,30,16,8,6,672,3,6,8,10,9,3,0,269,3,3,9,513,9,6,7,11,22,810,6,0,4,9,10,22,3338,15,1772,4068,5976,5804,3660,1965,7,963,1912,9138,22,1357,5222,2846,2387,4112,3945,2355,1201,14,3728,2947,2135,2529,5635,2099,1444,321,1769,1029,4634,1084,12,1702,254,669,12888,6,352,65,2875,238,6803,2108,434,3,302,45,3805,10,3,16,5,1,1299,3,3,1,1,59,730,27,4,3326,1172,873,134,10,22,5031,2686,9,1245,1342,434,3906,13,30,14,1650,5977,3738,1982,1076,1,61,4953,5745,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2265,3,1,17,7,4,3,0,130,11,12,4,1,509,7,1,5,5,2,2,2,132,3,5,8,343,11,6,9,16,9,531,6,0,5,2,7,21,2487,11,1402,3312,4239,4699,2824,1399,2,615,1613,6450,17,1268,3838,2175,1660,3374,3071,1974,886,9,1990,2236,1776,1986,4085,1523,702,212,924,607,3185,803,5,1402,196,704,10292,5,270,61,2251,167,4551,1615,339,2,159,51,2941,11,2,18,8,1,999,1,1,0,0,42,581,20,4,2369,779,617,266,9,24,3350,2208,5,476,462,315,2705,3,20,8,1340,4634,2759,1262,733,0,129,3852,3576,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,479,1,0,2,1,1,1,0,38,7,1,1,1,132,0,1,1,1,1,0,0,131,0,2,2,86,2,4,0,1,3,75,1,0,0,0,1,5,383,1,137,870,1373,1355,673,312,1,113,198,1971,6,99,1235,479,217,607,348,124,83,1,502,318,309,267,926,121,133,14,132,54,1010,141,1,241,45,102,3189,1,60,13,497,8,1070,307,24,0,1,0,742,0,1,4,0,0,76,0,0,0,0,8,42,18,0,438,96,73,88,0,3,792,232,1,214,62,1,578,1,8,4,360,964,663,238,24,0,3,1497,756,13
16,4159,2,4,34,12,10,3,1,248,57,16,14,6,721,6,6,7,12,10,4,2,452,4,10,7,533,10,9,10,15,25,868,3,2,8,13,11,26,4879,24,2662,5518,7291,7318,4904,2681,8,1250,2475,12346,47,1969,7221,4363,3256,5318,5311,3680,1786,20,4072,3842,3354,3475,7253,2352,1487,361,2235,1458,5694,1458,12,2068,338,1338,16884,12,415,153,3869,265,8577,2684,598,4,444,55,4781,24,4,17,9,7,1517,2,6,3,0,83,891,21,4,4025,1500,771,391,16,24,6124,3916,2,1126,1046,612,5433,20,46,17,2167,8174,5062,2259,1249,5,287,6219,6204,50
11,3365,2,6,25,3,5,3,2,183,24,10,7,8,604,5,2,4,4,3,5,0,227,5,3,5,340,12,7,5,9,13,560,8,1,11,8,8,18,3219,12,1672,3995,5313,5739,3632,1877,4,874,2012,8361,24,1133,5074,2629,2179,4008,3723,2417,1223,15,2875,2378,2131,2012,5758,1999,1444,272,1102,694,4134,1196,6,1572,221,748,11930,5,265,116,2619,163,6806,1890,538,5,267,81,3731,12,3,14,5,2,1313,3,2,0,0,65,661,29,2,2891,863,768,212,12,30,4815,3067,4,826,608,200,3590,11,27,9,1806,6110,3677,1656,977,2,98,4618,4100,22
11,3653,4,3,25,10,6,1,0,154,13,21,12,3,572,4,3,8,6,8,2,1,238,6,7,4,531,7,9,3,8,6,768,5,0,5,8,6,13,3636,11,1886,4392,5708,6346,3757,2161,13,1132,2028,9445,25,1217,5318,3074,2237,4189,4202,2657,1429,19,3086,3040,2323,2442,5816,2323,1161,291,1484,900,4102,1187,9,1627,239,649,12304,9,235,100,2906,180,6780,2518,616,1,759,54,3873,11,1,14,10,2,1138,2,4,1,0,55,789,24,2,2734,925,808,215,24,28,5544,2730,7,751,719,676,4146,17,36,15,1600,5309,4161,1936,910,6,194,5008,4014,44
2,1708,1,2,33,7,7,2,0,138,26,7,3,2,326,3,1,3,2,10,2,1,326,2,4,3,261,11,5,5,14,5,558,3,3,6,17,4,17,2937,10,1430,3716,4560,5044,2771,1465,5,633,1680,7517,26,1359,4624,2534,1700,3627,3484,2267,1144,7,2090,2296,2178,2391,4865,1870,1240,230,1321,784,3553,941,5,1192,239,668,10361,8,320,64,2683,227,5349,1508,432,5,247,46,3201,7,3,14,9,1,1133,2,1,0,0,36,588,34,2,2149,983,519,308,28,13,4245,2386,2,571,700,359,3474,14,10,11,1407,4768,2628,1869,649,2,230,4139,3365,26
6,2297,2,2,34,2,8,1,0,173,24,9,2,3,690,3,3,8,5,3,1,0,251,2,5,6,349,11,9,4,15,9,806,7,0,5,3,8,13,3211,14,1783,3866,5257,5262,3361,1745,3,692,1911,8128,29,1066,4912,2753,2252,3849,3808,2493,1298,7,2365,2599,1720,2255,5342,2139,1099,267,1317,754,3611,895,7,1172,311,890,11054,12,235,64,2724,82,6210,2242,511,4,523,58,3511,11,1,21,7,0,1268,3,6,2,1,53,603,24,5,2293,924,712,299,7,20,4615,2567,5,721,693,585,3502,21,19,9,1497,5357,3685,1290,1018,2,53,4392,3981,60
4,838,0,0,6,0,2,0,0,56,4,3,2,0,150,0,0,0,2,1,0,0,13,2,2,5,91,3,0,1,5,6,240,2,1,3,1,2,9,568,1,270,912,1682,1264,788,278,5,159,225,2024,6,112,1394,731,399,837,704,303,160,4,776,448,287,248,1341,292,138,38,283,165,1011,201,0,313,59,29,3967,1,21,16,762,64,1786,364,87,0,1,6,755,2,0,2,0,0,95,0,0,0,0,12,37,7,0,520,139,102,1,3,5,1206,412,0,117,88,4,740,1,3,4,425,917,838,109,151,1,2,1893,1157,11
13,3026,7,5,31,9,11,4,1,254,24,21,4,4,955,4,3,5,11,14,7,1,640,5,13,4,492,6,7,6,20,11,983,6,1,8,10,14,28,4476,10,2317,5306,7461,7891,5248,2703,4,1223,2736,12019,37,1908,6989,4079,2896,5358,5034,3186,1534,17,4406,3682,2643,3502,7918,3060,1903,480,1883,1110,6437,1427,13,2881,319,1242,16159,6,541,129,4282,252,9215,2809,674,3,451,92,5087,23,5,26,11,3,2254,4,7,1,0,80,1243,75,4,3938,1359,901,437,28,33,6435,3645,5,1159,1101,492,5070,28,32,13,2355,6925,4728,2536,1042,6,243,6801,6446,66
6,676,1,1,13,1,3,1,0,42,9,4,1,3,160,0,1,2,0,0,2,0,131,2,1,2,138,4,0,1,3,2,248,0,1,0,1,4,9,601,5,235,1012,1986,1744,760,393,1,141,207,2267,7,173,1652,799,586,824,651,352,217,4,801,606,409,485,1326,380,280,17,338,154,1177,259,4,471,72,165,4482,0,30,46,1075,8,1868,432,42,0,5,3,1156,2,0,4,1,1,239,1,0,0,0,18,54,2,0,517,169,75,10,2,4,997,717,0,131,132,28,888,2,4,4,624,1131,757,222,49,1,1,1855,1147,10
2,1028,0,1,7,4,1,2,1,64,23,0,4,1,78,0,1,0,0,2,0,0,51,2,3,1,134,1,0,1,1,5,170,0,0,1,2,1,5,639,1,259,1032,1896,1623,899,365,2,160,421,2866,4,245,1474,736,413,881,743,347,153,4,657,534,351,469,1654,434,145,19,265,152,1151,235,4,439,36,129,4355,1,38,13,924,1,2066,436,64,0,11,10,903,5,0,2,2,2,127,0,0,1,0,13,46,4,1,525,165,106,65,3,7,1310,701,3,112,110,5,938,0,9,5,513,1328,715,171,136,0,7,2036,1321,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,396,1,1,1,2,1,1,0,11,4,4,1,1,64,0,2,0,0,1,1,0,0,0,2,3,29,4,3,2,4,1,65,0,0,2,1,2,6,552,1,183,1179,2108,1452,885,381,1,145,262,2509,8,153,1555,788,397,1055,943,430,196,3,664,497,344,386,1586,340,103,17,211,166,1370,238,5,557,51,173,4831,2,25,3,630,4,1909,229,35,0,3,9,1090,4,0,6,0,0,111,1,0,1,0,14,99,0,0,0,17,1,4,3,1,637,42,0,0,6,2,563,2,2,3,179,573,154,51,0,0,3,2534,432,3
4,956,0,1,16,2,0,0,0,56,18,5,2,0,140,2,0,3,1,3,1,0,122,1,0,3,71,5,1,3,3,1,192,0,0,1,0,1,5,469,2,129,930,1770,1362,677,285,0,87,205,2357,8,165,1277,549,379,763,519,199,131,0,515,492,427,291,1080,324,96,34,72,34,842,136,3,289,34,72,3781,2,11,7,565,1,1469,365,40,1,2,0,812,2,0,3,0,0,137,2,1,0,0,15,27,2,1,373,153,30,2,3,5,865,353,3,141,96,25,647,1,10,1,458,1065,589,128,36,0,39,1852,1192,29
19,4515,5,4,15,7,12,7,1,273,81,14,13,6,705,4,4,4,12,8,7,1,507,4,8,11,702,17,4,3,8,19,950,7,1,11,8,11,28,4125,26,2286,5321,7376,7393,5056,2676,9,1344,2555,11737,34,1827,7202,3852,3064,5385,5623,3367,1702,23,4827,3754,2727,3092,7507,2801,1516,221,1990,1125,5869,1321,8,2095,320,977,17519,16,470,103,3864,176,9231,2916,619,2,428,87,4877,22,3,23,10,4,2104,6,6,2,0,74,803,27,4,3599,1465,1159,342,14,29,6801,4265,8,1279,833,633,5214,16,30,21,2284,6691,5794,2503,1300,4,397,6806,6043,43
1,644,0,0,10,1,3,0,0,68,9,3,3,3,187,2,0,1,4,1,1,0,28,1,3,5,109,1,1,1,4,1,169,1,0,1,6,2,4,550,2,262,1237,2239,1699,853,379,2,121,250,2486,3,180,1672,759,342,1068,807,437,139,2,659,627,435,380,1447,366,97,27,185,90,1266,287,2,299,44,145,4717,0,45,16,804,14,1811,344,99,0,67,2,1028,3,0,3,1,0,94,1,0,0,0,11,60,1,0,410,175,29,46,3,2,1329,603,0,118,48,112,867,2,8,7,476,1179,1087,351,158,2,0,2442,1485,14
10,4583,8,4,18,17,13,2,2,233,33,15,8,9,734,2,6,7,7,3,4,0,334,3,10,9,660,14,6,6,14,25,1019,8,0,5,16,20,23,4746,23,2397,5641,7432,8217,4899,2582,15,1270,2701,12042,38,1614,6665,3793,2999,5517,5813,3569,1793,15,4089,3688,2744,3519,7449,2516,1212,281,1838,1379,5562,1502,10,2066,277,986,16434,11,334,62,3439,168,8585,2881,628,4,417,61,4751,24,2,20,8,4,1487,5,5,2,0,97,912,30,7,3241,1245,748,473,12,19,6360,3298,5,949,992,473,4875,18,39,12,2444,6914,4531,2009,989,3,270,6953,5821,66
11,1744,1,5,33,9,8,4,0,154,19,12,11,3,490,1,4,11,8,6,2,0,403,4,11,5,445,11,7,5,16,14,784,6,1,5,10,18,21,3510,6,1991,4322,6114,6440,3956,2030,8,929,2023,9980,25,1647,5716,3383,2462,4369,4548,2808,1285,15,3022,3379,2460,2877,5871,2149,1137,239,1545,1013,4761,1238,9,1794,260,1023,13812,8,396,111,2773,201,7444,2403,487,4,456,57,4332,14,2,16,4,1,1251,5,2,6,0,71,819,22,4,2911,1178,681,323,12,23,5412,3067,12,948,831,341,4281,16,20,17,1918,5255,4066,1823,929,3,196,4967,4729,30
8,3090,2,4,30,11,9,2,0,184,33,11,6,4,537,4,1,6,10,14,3,0,383,5,2,9,399,8,6,5,12,20,760,5,1,6,9,8,15,3306,15,1893,4273,5714,5992,3752,1945,14,1026,2029,9017,27,1339,5101,3007,1835,4096,4171,2748,1375,11,3235,2779,1940,2476,5904,2314,1247,251,1666,901,4257,1221,2,1792,214,742,11988,11,321,87,2965,192,6353,2034,469,3,305,39,3787,6,2,12,6,2,1646,7,5,2,0,54,922,30,7,3387,1078,643,421,19,18,4901,3036,7,1104,912,387,3883,10,17,9,1681,5264,4075,1727,942,2,225,4687,4801,63
2,558,0,0,11,3,1,0,0,46,20,2,1,0,172,1,2,2,2,3,0,0,146,0,3,2,119,3,1,4,0,2,192,1,0,1,1,1,4,527,4,179,995,1925,1625,753,279,3,98,171,1975,7,153,1358,580,457,842,647,367,133,5,679,511,354,370,1384,461,123,52,101,98,952,145,1,198,45,147,4045,3,3,4,900,23,1551,389,74,1,1,2,799,5,1,2,1,1,99,0,2,0,0,23,32,0,0,241,151,74,55,2,2,1231,379,3,140,60,46,761,4,6,0,489,1004,690,329,90,0,6,2016,1067,12
11,3154,2,4,27,15,10,4,0,250,36,12,9,6,560,2,5,6,7,9,0,2,461,7,8,2,595,13,12,5,12,23,748,6,1,8,7,14,13,4132,12,2155,4667,6386,6448,4163,2198,4,1066,2265,10664,36,1328,5854,3469,2414,4670,4870,3004,1665,14,3289,3178,2398,2803,6252,2417,1493,434,1776,970,5059,1237,2,1741,301,1049,13822,13,375,115,3541,195,7481,2586,568,2,677,21,4111,17,1,17,9,6,1942,4,6,5,0,60,844,37,9,3501,1291,805,359,25,20,5766,3273,10,866,1351,321,4414,22,29,9,1936,7087,4953,2374,965,3,162,5464,4909,56
9,2395,3,2,30,10,7,5,0,166,15,19,4,4,342,0,3,2,7,7,2,1,376,0,13,5,354,7,6,7,11,12,529,3,0,10,5,8,12,2967,13,1663,3743,5131,5670,3287,1863,4,829,1954,8107,33,1455,4605,2642,1943,3964,4145,2735,1338,15,3020,2584,2224,3035,5172,2199,1108,342,1443,738,3885,1066,8,1818,278,1009,11778,9,138,73,3073,189,6245,1931,461,5,380,41,3375,10,1,15,2,0,1353,7,5,6,0,42,619,18,3,2038,1125,623,373,13,20,4327,2672,7,824,623,242,3294,16,16,15,1518,4655,3823,1574,700,1,180,4254,4327,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2048,0,1,10,3,7,2,0,63,12,4,5,5,218,3,3,3,3,5,2,2,186,2,8,2,251,9,5,7,6,8,338,7,0,4,5,6,16,1957,10,906,2434,3292,3169,2021,853,7,435,976,4898,21,876,3251,1723,1417,2396,2006,1236,652,5,1307,1554,1288,1513,3510,1242,614,122,785,627,2331,558,2,758,131,395,8411,8,151,46,1566,60,3333,1274,194,4,226,24,2222,13,2,7,2,3,548,2,3,0,0,33,378,18,0,2216,749,303,333,9,16,3237,1554,5,408,490,339,2397,3,20,6,875,2949,2447,997,451,2,66,2964,3086,25
8,2301,1,3,12,6,8,2,0,183,4,13,9,5,435,3,3,2,6,10,3,3,200,4,3,5,362,5,3,6,7,10,646,4,1,1,9,12,19,2841,10,1604,3339,4910,4977,3160,1723,12,785,1724,8022,28,1033,4181,2542,1990,3438,3191,2047,1050,9,2363,2140,1667,1779,4726,1741,979,248,1135,696,3569,874,7,1535,206,814,10193,6,222,103,2336,209,5243,1770,341,4,173,28,2866,13,2,15,5,1,1211,2,1,4,0,56,507,20,1,2143,637,570,343,10,16,4075,2463,9,679,648,298,2950,18,14,7,1547,4029,3209,1758,590,1,59,3916,4174,34
14,4286,0,5,29,6,6,4,0,206,28,19,7,8,743,0,3,3,10,5,2,1,500,5,12,11,535,12,5,8,15,17,790,6,0,4,7,13,21,3796,16,1792,4485,6200,6400,4063,2268,13,1081,2206,9920,22,1438,5767,3472,2281,4410,4518,2915,1353,22,3392,3084,2645,2876,6101,2294,1368,286,1499,805,4652,1255,10,1932,241,802,13669,17,427,98,2977,137,7552,2099,514,6,495,28,3908,12,3,17,6,1,1638,9,7,3,0,76,797,24,7,3594,1179,1176,492,17,25,5145,2883,8,917,1418,552,4626,11,36,10,1824,6662,4368,1816,764,1,438,5330,5500,53
5,1157,1,0,10,2,0,2,0,54,23,1,2,0,120,0,0,2,3,1,0,0,66,1,3,1,96,4,1,3,4,2,227,0,0,0,2,4,9,599,3,191,1172,2215,1854,893,379,1,142,199,2493,8,296,1823,754,444,887,895,384,177,3,698,716,457,335,1597,348,241,8,198,141,1343,278,0,352,37,104,4915,2,51,3,760,3,1746,459,55,0,25,6,955,2,0,3,2,0,68,1,1,0,0,21,41,1,4,430,159,64,3,3,3,1191,607,0,98,20,116,1040,6,10,4,509,1466,602,207,231,0,53,2633,1129,5
25,7656,3,5,61,12,18,7,4,387,75,36,16,14,1024,4,5,11,11,12,9,2,1085,9,22,15,931,24,14,12,24,18,1445,18,1,14,14,19,34,7455,30,4196,9087,12428,13322,8492,4890,18,2171,4341,20086,58,2718,11038,6334,4692,9537,9411,6200,2984,30,6505,6218,4740,5747,11850,4361,2145,531,3337,1847,9703,2240,27,3962,459,1802,26156,18,648,139,6345,466,14343,5266,1006,5,719,98,7796,27,3,15,13,5,3382,11,8,3,0,129,1523,64,15,6326,2044,1299,619,28,48,10664,5715,13,1911,1491,651,7992,22,58,20,3616,11453,8334,3472,1493,7,330,10655,9994,113
7,2987,1,6,23,4,6,6,1,206,19,13,6,4,644,4,7,4,6,5,4,2,573,8,10,4,614,12,5,5,15,11,676,3,2,10,8,11,19,4402,16,2347,5072,6565,7321,4577,2380,2,1016,2697,10392,39,1543,6292,3679,2428,4951,4709,2986,1491,12,3178,3426,2842,3126,7230,2796,1240,372,1581,1011,5066,1101,7,2030,320,1202,15738,15,491,130,3396,273,8007,2857,638,4,415,73,4671,17,1,18,3,3,1735,6,2,0,0,76,942,39,5,3671,1566,822,384,19,22,5411,3401,4,916,1606,457,4816,19,21,9,1958,6443,4276,2401,812,7,227,6029,5623,47
14,3741,4,10,23,13,9,3,2,227,29,15,5,4,664,2,2,7,7,6,3,2,383,5,5,4,552,9,6,7,19,24,771,9,0,4,7,19,16,4072,14,1925,4394,6412,6830,4057,2375,10,1000,2255,9883,32,1322,5506,3379,3183,4706,4492,3091,1552,11,3482,3135,2209,2522,6451,2143,1293,367,1927,860,4745,1248,9,1965,256,1083,13836,7,352,165,3286,180,7438,2393,533,6,379,85,4321,15,5,15,4,4,1611,7,7,1,0,80,708,34,6,3159,1203,843,515,14,24,6271,3130,7,1039,1152,288,4403,16,26,16,1775,6653,5181,1880,1199,5,232,5407,5375,28
5,1019,0,2,9,3,0,1,0,34,11,0,1,1,101,0,0,0,0,1,1,0,57,0,3,4,159,2,0,1,4,1,100,0,0,1,0,2,8,405,0,169,934,1653,1032,551,214,0,99,154,1918,8,89,1170,535,314,663,437,203,67,2,732,539,242,184,1340,289,128,11,133,78,1026,176,4,240,37,74,3238,0,6,4,573,9,1470,296,39,0,0,5,637,6,0,5,0,1,62,1,1,0,0,15,26,2,2,448,109,4,0,4,5,905,379,0,75,20,2,715,1,7,4,331,749,469,46,48,0,5,1814,990,30
0,620,0,1,5,2,2,0,0,37,0,4,0,0,68,0,0,0,0,3,3,0,87,0,3,3,94,1,2,2,6,2,216,0,0,0,4,4,1,527,1,221,1064,1635,1296,590,324,1,140,258,2019,7,190,1411,560,447,770,663,386,150,2,758,580,359,386,1296,401,192,7,242,117,1141,204,4,403,57,121,3809,2,25,1,581,5,1579,201,38,1,88,10,779,4,1,1,1,2,108,1,0,0,0,7,98,9,1,547,189,217,102,3,3,994,263,1,213,88,4,886,4,8,7,523,972,498,368,22,0,134,1886,1388,10
12,3753,6,2,29,7,13,3,1,219,32,20,11,4,618,3,1,4,11,7,1,5,440,5,9,11,598,15,6,9,14,18,815,1,1,10,4,3,14,3730,13,1932,4688,6089,6539,4154,2348,11,1034,2264,10188,16,1329,5735,3130,2198,4392,4516,2597,1293,15,3274,2955,2281,2555,6036,2323,1499,274,1233,924,4725,1258,10,2112,270,854,14064,7,351,133,3130,192,7374,2526,460,4,531,98,4102,22,3,27,1,4,1754,5,4,1,1,97,765,36,3,3759,1180,636,363,18,19,5895,3364,7,1379,983,762,4172,24,40,14,1882,6384,4804,1510,1094,3,156,5108,5099,76
3,463,2,0,4,3,3,0,0,48,1,1,4,0,135,1,1,1,3,1,0,1,122,1,3,3,144,4,4,0,1,4,198,1,0,3,7,1,4,822,2,308,1202,2135,1969,1052,555,2,193,630,2726,4,275,1512,764,437,1038,887,453,169,4,675,674,383,538,1518,485,163,59,412,230,1143,240,2,351,51,198,4185,0,51,14,817,9,1824,358,104,0,24,46,1085,6,1,5,0,0,229,0,1,0,0,18,59,5,4,605,161,83,12,1,3,1219,472,1,38,121,6,809,6,5,8,452,1328,975,550,75,2,4,2133,1355,14
62,10131,23,26,345,59,58,28,1,790,269,62,25,45,1194,34,30,34,30,42,23,1,957,27,44,24,1355,68,68,71,94,108,1963,69,1,52,77,92,131,27711,82,26753,19295,18492,28173,25236,18317,67,10660,33896,40216,191,44152,30325,27510,33345,27077,36186,31657,22171,68,14973,21965,27825,49864,33132,22767,24624,7394,33421,31648,23957,9525,99,22898,5248,31366,38471,131,17113,10565,16842,12071,39622,24070,11018,65,15376,5283,22663,97,16,87,33,21,5283,35,21,24,1,352,2933,316,22,22810,12539,12509,8938,115,168,24459,19225,39,9929,14724,8996,19418,174,105,87,7368,24935,29398,19703,14868,31,4844,12566,18303,628
