259,0,0,0
122,3,0,0
1441,24,0,0
8329,2652,165,0
580,5,0,0
2746,48,0,0
2173,11,0,0
1901,26,0,0
1669,7,0,0
1578,6,0,0
2701,20,0,0
1494,12,0,0
2387,20,0,0
1723,14,0,0
0,0,0,0
5874,79,0,0
0,0,0,0
1249,8,0,0
2035,41,0,0
2276,38,0,0
586,7,0,0
1798,22,0,0
1087,37,0,0
3070,32,0,0
0,0,0,0
0,0,0,0
3489,47,0,0
0,0,0,0
2392,35,0,0
0,0,0,0
1414,20,0,0
5854,61,0,0
515,6,0,0
2341,12,0,0
77,3,0,0
0,0,0,0
1896,11,0,0
531,6,0,0
0,0,0,0
2244,21,0,0
2062,18,0,0
873,210,0,0
2724,32,0,0
2245,8,0,0
348,3,0,0
327,3,0,0
0,0,0,0
1624,23,0,0
77,0,0,0
2724,38,0,0
2180,9,0,0
371,11,0,0
754,32,0,0
214,5,0,0
2393,284,0,0
1735,11,0,0
2540,26,0,0
1694,18,0,0
1997,30,0,0
2499,34,0,0
0,0,0,0
0,0,0,0
346,0,0,0
807,15,0,0
2330,25,0,0
2037,30,0,0
1812,32,0,0
0,0,0,0
2308,9,0,0
584,1,0,0
409,0,0,0
0,0,0,0
0,0,0,0
478,13,0,0
571,5,0,0
1713,25,0,0
2829,280,0,0
0,0,0,0
1272,13,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2029,25,0,0
1755,16,0,0
0,0,0,0
0,0,0,0
2121,17,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,0,0
490,342,17,0
