6957,1,3182,3647,4159,5067,4882,1285,1416,5317,1511,694,246,1143
27829,8194,3182,10943,16639,11402,4882,11568,4250,7089,6045,4169,1230,1195
1,1,3182,1,2773,1266,2441,1285,1,1,1,1,1,1
2319,1,1,1823,5546,1266,1,1,1,1,1,1,1,1
2319,1,1,1,1,1266,2441,1,2833,1181,1511,1,1,1
1,4097,3182,1,1386,1266,2441,1,1,1181,1511,2779,1723,1195
1,1,1,1,1386,3800,1,1,1416,1181,1,694,2215,1246
4638,4097,1,1823,4159,2533,9764,6426,8500,5907,4533,2779,984,1143
6957,8194,12730,16415,6933,8868,9764,11568,8500,5317,3022,3474,2215,1298
4638,1,6365,3647,5546,2533,9764,1285,1,1,1,1,1,1
6957,1,6365,3647,1386,1266,2441,1,1,1,1,1,1,1
1,1,1,1823,1,1266,1,1,2833,1772,1511,1,1969,1143
2319,1,1,1823,1386,1,1,1285,2833,3544,3022,694,984,1402
4638,1,3182,1823,2773,3800,7323,3856,1416,2363,3022,2084,492,1091
1,1,1,1823,1386,2533,1,1,1,1181,1511,1389,1477,1143
1,1,1,1,1,1,1,1,1,1,1,1389,738,1402
2319,24583,9548,10943,9706,17736,7323,10282,8500,6498,7556,4864,3200,1558
2319,4097,1,1,2773,2533,2441,1285,1,1,1,1,1,1
1,1,1,1,1,1266,1,3856,4250,2953,1511,694,1,1
34786,12291,22278,31007,38825,40541,31735,21850,17001,10634,3022,2084,1969,1298
6957,4097,1,1,2773,8868,2441,5141,5667,4135,4533,694,738,1039
2319,1,1,1823,1,1,1,1,1416,590,1511,694,1477,1350
1,4097,6365,3647,1,1,1,1,1,1,1511,1,1230,1039
1,4097,6365,1823,1386,1,1,1,1,1,1,1,1,1
1,4097,3182,3647,5546,5067,2441,3856,1416,1772,1511,694,1,1091
6957,1,1,1823,1,1266,2441,2570,1416,1,1,1,1,1
2319,1,6365,9119,2773,7601,9764,6426,5667,2953,7556,2779,1723,1195
4638,8194,6365,3647,4159,5067,7323,6426,1416,2363,1511,694,1,1
4638,1,1,1823,1386,2533,2441,2570,2833,590,1511,1,984,1298
4638,4097,1,1,1386,2533,2441,5141,1416,590,1511,2779,2215,1195
1,1,3182,1,1,2533,1,1,1416,590,1,694,1969,1195
2319,1,3182,1823,2773,1266,1,5141,1416,590,1,1,1,1
4638,12291,3182,9119,8319,7601,12206,6426,7083,11224,13601,4864,1969,1195
2319,1,1,3647,2773,6334,2441,3856,1416,590,1511,694,492,103
2319,1,3182,1823,4159,2533,2441,2570,1416,1181,1,694,738,1298
1,1,1,3647,1,1,1,2570,1416,1181,1511,1389,984,1091
